pattern,original_bytes,tool,total_bytes,total_ratio_percent,payload_bits,payload_equivalent_bytes,payload_ratio_percent,metadata_bits,metadata_equivalent_bytes,roundtrip_verified,compressed_sha256,original_sha256,accounting_details
period-6-010111,100,gzip,28,28,80,10,10,144,18,True,b305ece08ab20c034bd65b9ad5d6c1fcb0d39f656d06aaf01314f44cb83bd267,860c77be8591636cbfdd56afad19e8aeecec91d6a6ed7ad0a9ed129e005e5d39,"{""member_header_bytes"": 10, ""member_trailer_bytes"": 8, ""payload_definition"": ""raw DEFLATE stream""}"
period-6-010111,100,xz,80,80,152,19,19,488,61,True,2b64151ad98a6bc118248cdc8042e06d5e9ad7f250252eb3de7a89b4dd9b2f1c,860c77be8591636cbfdd56afad19e8aeecec91d6a6ed7ad0a9ed129e005e5d39,"{""block_checks_bytes"": 8, ""block_count"": 1, ""block_header_bytes"": 20, ""block_padding_bytes"": 1, ""index_bytes"": 8, ""payload_definition"": ""XZ Compressed Data field(s), normally LZMA2"", ""stream_header_footer_bytes"": 24}"
period-6-010111,100,bzip2,43,43,230,28.75,28.75,114,14.25,True,403d16598694efc3aee089f1cfff32b6fe6db0137ea3bb77c26a532162ade45a,860c77be8591636cbfdd56afad19e8aeecec91d6a6ed7ad0a9ed129e005e5d39,"{""payload_definition"": ""compressed block stream between BZh header and EOS marker"", ""stream_header_bits"": 32, ""stream_trailer_and_padding_bits"": 82}"
period-6-010111,100,lzma,30,30,136,17,17,104,13,True,1601a576143c339132c1ed4a94fbff064328803848351a35f4543ce3c18f8fdc,860c77be8591636cbfdd56afad19e8aeecec91d6a6ed7ad0a9ed129e005e5d39,"{""header_bytes"": 13, ""payload_definition"": ""LZMA Compressed Data field""}"
period-6-010111,100,lz4,35,35,128,16,16,152,19,True,129db47ebb2a9aa3298343fa946c34d93c582b4f2b8617fc9e05544e4ce50fbf,860c77be8591636cbfdd56afad19e8aeecec91d6a6ed7ad0a9ed129e005e5d39,"{""block_checksum_bytes"": 0, ""block_count"": 1, ""block_size_headers_and_endmark_bytes"": 8, ""content_checksum_bytes"": 4, ""frame_header_bytes"": 7, ""payload_definition"": ""sum of LZ4 Data Block fields""}"
period-6-010111,100,zstd,26,26,104,13,13,104,13,True,bbed249d46005fb7b57ddc67c4968a0233a7d9d5bb3cf54df612c424c3f06985,860c77be8591636cbfdd56afad19e8aeecec91d6a6ed7ad0a9ed129e005e5d39,"{""block_count"": 1, ""block_header_bytes"": 3, ""content_checksum_bytes"": 4, ""frame_header_bytes"": 6, ""payload_definition"": ""sum of stored Zstandard Block_Content fields""}"
period-6-010111,1000,gzip,34,3.4,128,16,1.6,144,18,True,3f07b52b067c869a8a6b95834a0dc652c19bb8def46671836ac0709b59ecedb7,1373f38e8227625435c08d8adf6174b9d72759ff0b5483c7a20b2b9874697149,"{""member_header_bytes"": 10, ""member_trailer_bytes"": 8, ""payload_definition"": ""raw DEFLATE stream""}"
period-6-010111,1000,xz,88,8.8,192,24,2.4,512,64,True,e32afc866da8e4ebfcc83b8b030f3c14854efb37409cd542ab6bc8acb643dcec,1373f38e8227625435c08d8adf6174b9d72759ff0b5483c7a20b2b9874697149,"{""block_checks_bytes"": 8, ""block_count"": 1, ""block_header_bytes"": 20, ""block_padding_bytes"": 0, ""index_bytes"": 12, ""payload_definition"": ""XZ Compressed Data field(s), normally LZMA2"", ""stream_header_footer_bytes"": 24}"
period-6-010111,1000,bzip2,46,4.6,256,32,3.2,112,14,True,6291faa71055b339c61fd3cccf77073e967d272a64e1f827d37d6337d9b4bf0d,1373f38e8227625435c08d8adf6174b9d72759ff0b5483c7a20b2b9874697149,"{""payload_definition"": ""compressed block stream between BZh header and EOS marker"", ""stream_header_bits"": 32, ""stream_trailer_and_padding_bits"": 80}"
period-6-010111,1000,lzma,35,3.5,176,22,2.2,104,13,True,edb22cb040ef8126590a27a393436869f1b90fcbe58479d295aa11b02a569bb3,1373f38e8227625435c08d8adf6174b9d72759ff0b5483c7a20b2b9874697149,"{""header_bytes"": 13, ""payload_definition"": ""LZMA Compressed Data field""}"
period-6-010111,1000,lz4,38,3.8,152,19,1.9,152,19,True,d866fabaf5f9b8b9eeac567a0da51fa7dbaa409f4575d5672033ee460695a335,1373f38e8227625435c08d8adf6174b9d72759ff0b5483c7a20b2b9874697149,"{""block_checksum_bytes"": 0, ""block_count"": 1, ""block_size_headers_and_endmark_bytes"": 8, ""content_checksum_bytes"": 4, ""frame_header_bytes"": 7, ""payload_definition"": ""sum of LZ4 Data Block fields""}"
period-6-010111,1000,zstd,26,2.6,104,13,1.3,104,13,True,78f60b994de658b53192b114400840fa2beb2785eb87d113c4f175c16d01920e,1373f38e8227625435c08d8adf6174b9d72759ff0b5483c7a20b2b9874697149,"{""block_count"": 1, ""block_header_bytes"": 3, ""content_checksum_bytes"": 4, ""frame_header_bytes"": 6, ""payload_definition"": ""sum of stored Zstandard Block_Content fields""}"
period-6-010111,10000,gzip,53,0.53,280,35,0.35,144,18,True,ecd999e21fe918e9a50a9a004893e1fc665d1f568fbc6c6435013e5db2845db4,011e883fe316ca4f5bc33411c269c63e5f91806e1050b6d5cd36e29f0f573239,"{""member_header_bytes"": 10, ""member_trailer_bytes"": 8, ""payload_definition"": ""raw DEFLATE stream""}"
period-6-010111,10000,xz,124,1.24,456,57,0.57,536,67,True,0b303daabb9030f415f194ae4088e4adb0996c100ab1504fd9e74ad1f095bf53,011e883fe316ca4f5bc33411c269c63e5f91806e1050b6d5cd36e29f0f573239,"{""block_checks_bytes"": 8, ""block_count"": 1, ""block_header_bytes"": 20, ""block_padding_bytes"": 3, ""index_bytes"": 12, ""payload_definition"": ""XZ Compressed Data field(s), normally LZMA2"", ""stream_header_footer_bytes"": 24}"
period-6-010111,10000,bzip2,48,0.48,270,33.75,0.3375,114,14.25,True,5792dc00ec3a91ef99e8d0959fc2b0ca340fb0d4569a2bbd4c7ef64b22e7fed1,011e883fe316ca4f5bc33411c269c63e5f91806e1050b6d5cd36e29f0f573239,"{""payload_definition"": ""compressed block stream between BZh header and EOS marker"", ""stream_header_bits"": 32, ""stream_trailer_and_padding_bits"": 82}"
period-6-010111,10000,lzma,68,0.68,440,55,0.55,104,13,True,8eda9a49b6dbbb1f9b235a24ce0b282c1e68bf4c1cb2031df670374f899b225f,011e883fe316ca4f5bc33411c269c63e5f91806e1050b6d5cd36e29f0f573239,"{""header_bytes"": 13, ""payload_definition"": ""LZMA Compressed Data field""}"
period-6-010111,10000,lz4,74,0.74,440,55,0.55,152,19,True,8208ec848e24832f4cd66cc18f455c2918f8d784fa8fb18545744767a197756f,011e883fe316ca4f5bc33411c269c63e5f91806e1050b6d5cd36e29f0f573239,"{""block_checksum_bytes"": 0, ""block_count"": 1, ""block_size_headers_and_endmark_bytes"": 8, ""content_checksum_bytes"": 4, ""frame_header_bytes"": 7, ""payload_definition"": ""sum of LZ4 Data Block fields""}"
period-6-010111,10000,zstd,27,0.27,112,14,0.14,104,13,True,1040d0b9942fc1904aa2acf04fb2d4e7c54e6b8f1c18c046d9f31aa6a347fe81,011e883fe316ca4f5bc33411c269c63e5f91806e1050b6d5cd36e29f0f573239,"{""block_count"": 1, ""block_header_bytes"": 3, ""content_checksum_bytes"": 4, ""frame_header_bytes"": 6, ""payload_definition"": ""sum of stored Zstandard Block_Content fields""}"
period-6-010111,100000,gzip,184,0.184,1328,166,0.166,144,18,True,cfdc784ce1bf3001b918ac652413899f5cf6cd318b2cc01d1b5262a2a15b3da1,7e17db06bb8e6237d74f014331250dcf825239af1529cabc933a9f1b8ee23c34,"{""member_header_bytes"": 10, ""member_trailer_bytes"": 8, ""payload_definition"": ""raw DEFLATE stream""}"
period-6-010111,100000,xz,164,0.164,776,97,0.097,536,67,True,4e3e4067773b7b0bc605fac77c71138337068c3a2e1c3bbf5b57dbb82fe3d1ec,7e17db06bb8e6237d74f014331250dcf825239af1529cabc933a9f1b8ee23c34,"{""block_checks_bytes"": 8, ""block_count"": 1, ""block_header_bytes"": 20, ""block_padding_bytes"": 3, ""index_bytes"": 12, ""payload_definition"": ""XZ Compressed Data field(s), normally LZMA2"", ""stream_header_footer_bytes"": 24}"
period-6-010111,100000,bzip2,51,0.051,295,36.875,0.036875,113,14.125,True,e84bae72a88f6a32c802f3c4df27be217c1bc4755a5a051cf0627e25e89241f3,7e17db06bb8e6237d74f014331250dcf825239af1529cabc933a9f1b8ee23c34,"{""payload_definition"": ""compressed block stream between BZh header and EOS marker"", ""stream_header_bits"": 32, ""stream_trailer_and_padding_bits"": 81}"
period-6-010111,100000,lzma,108,0.108,760,95,0.095,104,13,True,981e8ce7bb36b1a7bbff0554fc4d5f487e2168f4a740c3e5222791481dbe89d4,7e17db06bb8e6237d74f014331250dcf825239af1529cabc933a9f1b8ee23c34,"{""header_bytes"": 13, ""payload_definition"": ""LZMA Compressed Data field""}"
period-6-010111,100000,lz4,427,0.427,3264,408,0.408,152,19,True,f1ce699e89557c3c27c03fceb530e868c6747ea11bb2392baeca4c645de70f94,7e17db06bb8e6237d74f014331250dcf825239af1529cabc933a9f1b8ee23c34,"{""block_checksum_bytes"": 0, ""block_count"": 1, ""block_size_headers_and_endmark_bytes"": 8, ""content_checksum_bytes"": 4, ""frame_header_bytes"": 7, ""payload_definition"": ""sum of LZ4 Data Block fields""}"
period-6-010111,100000,zstd,27,0.027,112,14,0.014,104,13,True,47d31ce8482bf6a25a002a23205b0a0eba309b9ee1c23d595fb4b7376d6b969e,7e17db06bb8e6237d74f014331250dcf825239af1529cabc933a9f1b8ee23c34,"{""block_count"": 1, ""block_header_bytes"": 3, ""content_checksum_bytes"": 4, ""frame_header_bytes"": 6, ""payload_definition"": ""sum of stored Zstandard Block_Content fields""}"
period-6-010111,1000000,gzip,1491,0.1491,11784,1473,0.1473,144,18,True,c02c92f740a332bc981352f089f668f46567ebe9831d69f28f9b50934b98d26d,0d877141844858e7bb414cb692e81126e92bde645cfbf0d739da51b5b40692c6,"{""member_header_bytes"": 10, ""member_trailer_bytes"": 8, ""payload_definition"": ""raw DEFLATE stream""}"
period-6-010111,1000000,xz,288,0.0288,1784,223,0.0223,520,65,True,602167a6476cb6703d18a6c17c1a601f720175cf975e266dda58886e4ab3aa1e,0d877141844858e7bb414cb692e81126e92bde645cfbf0d739da51b5b40692c6,"{""block_checks_bytes"": 8, ""block_count"": 1, ""block_header_bytes"": 20, ""block_padding_bytes"": 1, ""index_bytes"": 12, ""payload_definition"": ""XZ Compressed Data field(s), normally LZMA2"", ""stream_header_footer_bytes"": 24}"
period-6-010111,1000000,bzip2,89,0.0089,593,74.125,0.0074125,119,14.875,True,60af2ded52336d08bfb5715000349c049d8103e6918cc047e0971c400feaa0b9,0d877141844858e7bb414cb692e81126e92bde645cfbf0d739da51b5b40692c6,"{""payload_definition"": ""compressed block stream between BZh header and EOS marker"", ""stream_header_bits"": 32, ""stream_trailer_and_padding_bits"": 87}"
period-6-010111,1000000,lzma,235,0.0235,1776,222,0.0222,104,13,True,2319a6b55599bf368714d5b2dc762e61951731888deec6a09776f4d7ef349690,0d877141844858e7bb414cb692e81126e92bde645cfbf0d739da51b5b40692c6,"{""header_bytes"": 13, ""payload_definition"": ""LZMA Compressed Data field""}"
period-6-010111,1000000,lz4,3956,0.3956,31496,3937,0.3937,152,19,True,3b8d489ee4a79454c04d63a57333833ad180ad6fa0007995c48b9edc68304017,0d877141844858e7bb414cb692e81126e92bde645cfbf0d739da51b5b40692c6,"{""block_checksum_bytes"": 0, ""block_count"": 1, ""block_size_headers_and_endmark_bytes"": 8, ""content_checksum_bytes"": 4, ""frame_header_bytes"": 7, ""payload_definition"": ""sum of LZ4 Data Block fields""}"
period-6-010111,1000000,zstd,111,0.0111,616,77,0.0077,272,34,True,d95731dd1fc9310650e3a1cbabf63bedbfc372db254831a2e11c75fbdb9c9913,0d877141844858e7bb414cb692e81126e92bde645cfbf0d739da51b5b40692c6,"{""block_count"": 8, ""block_header_bytes"": 24, ""content_checksum_bytes"": 4, ""frame_header_bytes"": 6, ""payload_definition"": ""sum of stored Zstandard Block_Content fields""}"
period-6-010111,2000000,gzip,2945,0.14725,23416,2927,0.14635,144,18,True,e0db09598d210fbf77d16b11ab9fd8799b9421b556475c5f01da676845dfee48,a76576cfaf5453bdf881dd152baab5eee9de80d6688abafc366c8328e21a5df1,"{""member_header_bytes"": 10, ""member_trailer_bytes"": 8, ""payload_definition"": ""raw DEFLATE stream""}"
period-6-010111,2000000,xz,428,0.0214,2912,364,0.0182,512,64,True,8c34d8e6232a1928d9b640b94b8049f5c27e4a34e462ad649b1e72c16a543a76,a76576cfaf5453bdf881dd152baab5eee9de80d6688abafc366c8328e21a5df1,"{""block_checks_bytes"": 8, ""block_count"": 1, ""block_header_bytes"": 20, ""block_padding_bytes"": 0, ""index_bytes"": 12, ""payload_definition"": ""XZ Compressed Data field(s), normally LZMA2"", ""stream_header_footer_bytes"": 24}"
period-6-010111,2000000,bzip2,123,0.00615,872,109,0.00545,112,14,True,d0c255528bf00a1c46fb9e13f36c40db56a7244937f311a88b55dcdb8af0a2bd,a76576cfaf5453bdf881dd152baab5eee9de80d6688abafc366c8328e21a5df1,"{""payload_definition"": ""compressed block stream between BZh header and EOS marker"", ""stream_header_bits"": 32, ""stream_trailer_and_padding_bits"": 80}"
period-6-010111,2000000,lzma,376,0.0188,2904,363,0.01815,104,13,True,3d186630faf8329ec876268a478df57833325dc1d7a9f71ea66b72f4d654a3cb,a76576cfaf5453bdf881dd152baab5eee9de80d6688abafc366c8328e21a5df1,"{""header_bytes"": 13, ""payload_definition"": ""LZMA Compressed Data field""}"
period-6-010111,2000000,lz4,7878,0.3939,62872,7859,0.39295,152,19,True,40f7afe4292e6bd4a02ae56a569b7b3639cc4c0b24fc3ba0b08763868fc8971f,a76576cfaf5453bdf881dd152baab5eee9de80d6688abafc366c8328e21a5df1,"{""block_checksum_bytes"": 0, ""block_count"": 1, ""block_size_headers_and_endmark_bytes"": 8, ""content_checksum_bytes"": 4, ""frame_header_bytes"": 7, ""payload_definition"": ""sum of LZ4 Data Block fields""}"
period-6-010111,2000000,zstd,207,0.01035,1192,149,0.00745,464,58,True,89ffddf91225563ad0745171ccc07f8c44a9af949db318a13c5389475a382934,a76576cfaf5453bdf881dd152baab5eee9de80d6688abafc366c8328e21a5df1,"{""block_count"": 16, ""block_header_bytes"": 48, ""content_checksum_bytes"": 4, ""frame_header_bytes"": 6, ""payload_definition"": ""sum of stored Zstandard Block_Content fields""}"
period-6-010111,5000000,gzip,7319,0.14638,58408,7301,0.14602,144,18,True,7cca7544abb34ea81dddb300347e046dd8cd4860cf4a8391a7919a3d950089e6,c8a04ad0f9036a7ea5a2b68891dc4b267cbe84db363e00577e723a6bd922807d,"{""member_header_bytes"": 10, ""member_trailer_bytes"": 8, ""payload_definition"": ""raw DEFLATE stream""}"
period-6-010111,5000000,xz,872,0.01744,6448,806,0.01612,528,66,True,100bd3b8eb2f9eeac48e98756ffa49a30f9e599e17477453899a4d73e217b429,c8a04ad0f9036a7ea5a2b68891dc4b267cbe84db363e00577e723a6bd922807d,"{""block_checks_bytes"": 8, ""block_count"": 1, ""block_header_bytes"": 20, ""block_padding_bytes"": 2, ""index_bytes"": 12, ""payload_definition"": ""XZ Compressed Data field(s), normally LZMA2"", ""stream_header_footer_bytes"": 24}"
period-6-010111,5000000,bzip2,235,0.0047,1768,221,0.00442,112,14,True,31bfcd14e0c1f486e0799b944e0b81ef5890bbe005a6cdba473d9e69aa82d447,c8a04ad0f9036a7ea5a2b68891dc4b267cbe84db363e00577e723a6bd922807d,"{""payload_definition"": ""compressed block stream between BZh header and EOS marker"", ""stream_header_bits"": 32, ""stream_trailer_and_padding_bits"": 80}"
period-6-010111,5000000,lzma,799,0.01598,6288,786,0.01572,104,13,True,3714818a974ad659ed3be70d57ffd2a1a9187316ab82cc52511ff8d606b468d5,c8a04ad0f9036a7ea5a2b68891dc4b267cbe84db363e00577e723a6bd922807d,"{""header_bytes"": 13, ""payload_definition"": ""LZMA Compressed Data field""}"
period-6-010111,5000000,lz4,19662,0.39324,157112,19639,0.39278,184,23,True,08292ada5ee3b9c4b133235987363c920984ebe4b55e085b1b2af83f57b7f10f,c8a04ad0f9036a7ea5a2b68891dc4b267cbe84db363e00577e723a6bd922807d,"{""block_checksum_bytes"": 0, ""block_count"": 2, ""block_size_headers_and_endmark_bytes"": 12, ""content_checksum_bytes"": 4, ""frame_header_bytes"": 7, ""payload_definition"": ""sum of LZ4 Data Block fields""}"
period-6-010111,5000000,zstd,482,0.00964,2840,355,0.0071,1016,127,True,5931b6402e659549af5b65129f25e66dd3b62558bdafc2624797ba5bb1b99edc,c8a04ad0f9036a7ea5a2b68891dc4b267cbe84db363e00577e723a6bd922807d,"{""block_count"": 39, ""block_header_bytes"": 117, ""content_checksum_bytes"": 4, ""frame_header_bytes"": 6, ""payload_definition"": ""sum of stored Zstandard Block_Content fields""}"
period-6-010111,10000000,gzip,14601,0.14601,116664,14583,0.14583,144,18,True,2526eaf3df2578e9031b60daaecec8dfd9bf0068158f9709dbb72c5f262c7b6d,7d049957651bc208b4cbd62c8b392bb774b759fb0de958941660383a61c0ab89,"{""member_header_bytes"": 10, ""member_trailer_bytes"": 8, ""payload_definition"": ""raw DEFLATE stream""}"
period-6-010111,10000000,xz,1596,0.01596,12240,1530,0.0153,528,66,True,d6322c0aae85fbd0c6fedb0b2fd092785522e9814ee466a18b2434be130a6189,7d049957651bc208b4cbd62c8b392bb774b759fb0de958941660383a61c0ab89,"{""block_checks_bytes"": 8, ""block_count"": 1, ""block_header_bytes"": 20, ""block_padding_bytes"": 2, ""index_bytes"": 12, ""payload_definition"": ""XZ Compressed Data field(s), normally LZMA2"", ""stream_header_footer_bytes"": 24}"
period-6-010111,10000000,bzip2,459,0.00459,3556,444.5,0.004445,116,14.5,True,26f22dac8378c5317171cf412a21815844c5979dbcda027e79caeec6c11b069a,7d049957651bc208b4cbd62c8b392bb774b759fb0de958941660383a61c0ab89,"{""payload_definition"": ""compressed block stream between BZh header and EOS marker"", ""stream_header_bits"": 32, ""stream_trailer_and_padding_bits"": 84}"
period-6-010111,10000000,lzma,1505,0.01505,11936,1492,0.01492,104,13,True,f0fe8e3af1a7c5040f8df7dd9a0f246d89ffad3306fce5bf5a7516d0b265cb4c,7d049957651bc208b4cbd62c8b392bb774b759fb0de958941660383a61c0ab89,"{""header_bytes"": 13, ""payload_definition"": ""LZMA Compressed Data field""}"
period-6-010111,10000000,lz4,39290,0.3929,314104,39263,0.39263,216,27,True,6d2ab11e2d5997ce6cb0d856f910196c5a0320c3f044da16b3ef7b0d37f65cf7,7d049957651bc208b4cbd62c8b392bb774b759fb0de958941660383a61c0ab89,"{""block_checksum_bytes"": 0, ""block_count"": 3, ""block_size_headers_and_endmark_bytes"": 16, ""content_checksum_bytes"": 4, ""frame_header_bytes"": 7, ""payload_definition"": ""sum of LZ4 Data Block fields""}"
period-6-010111,10000000,zstd,938,0.00938,5576,697,0.00697,1928,241,True,0ecf39f8158c5828e41ae054d986b32d6bce10c84133234756ea879f06bddbfb,7d049957651bc208b4cbd62c8b392bb774b759fb0de958941660383a61c0ab89,"{""block_count"": 77, ""block_header_bytes"": 231, ""content_checksum_bytes"": 4, ""frame_header_bytes"": 6, ""payload_definition"": ""sum of stored Zstandard Block_Content fields""}"
period-6-010111,20000000,gzip,29162,0.14581,233152,29144,0.14572,144,18,True,6b514e0e22c876a99d95da33111b6eb76003f905a0fe3f3cdce9293ca281bc87,c73ecd55b8f53ea9e9baac7fa8a50ca8823b2ba202e17d11fe4a06fdf1bc2371,"{""member_header_bytes"": 10, ""member_trailer_bytes"": 8, ""payload_definition"": ""raw DEFLATE stream""}"
period-6-010111,20000000,xz,3052,0.01526,23896,2987,0.014935,520,65,True,c4c51b68a90adeb8f02f37090c10ab2483a18c96bea87bf0bb88252c6b86e002,c73ecd55b8f53ea9e9baac7fa8a50ca8823b2ba202e17d11fe4a06fdf1bc2371,"{""block_checks_bytes"": 8, ""block_count"": 1, ""block_header_bytes"": 20, ""block_padding_bytes"": 1, ""index_bytes"": 12, ""payload_definition"": ""XZ Compressed Data field(s), normally LZMA2"", ""stream_header_footer_bytes"": 24}"
period-6-010111,20000000,bzip2,864,0.00432,6794,849.25,0.00424625,118,14.75,True,d30b32c96fd618baab04741e8b7fb1384d768ef72ca1c13e6633ce4bc54f4b07,c73ecd55b8f53ea9e9baac7fa8a50ca8823b2ba202e17d11fe4a06fdf1bc2371,"{""payload_definition"": ""compressed block stream between BZh header and EOS marker"", ""stream_header_bits"": 32, ""stream_trailer_and_padding_bits"": 86}"
period-6-010111,20000000,lzma,2915,0.014575,23216,2902,0.01451,104,13,True,7057dc4eb20b8a6e4fcb3bedf2fc42391ef62e34a7b3a62e600cb5862ea284e0,c73ecd55b8f53ea9e9baac7fa8a50ca8823b2ba202e17d11fe4a06fdf1bc2371,"{""header_bytes"": 13, ""payload_definition"": ""LZMA Compressed Data field""}"
period-6-010111,20000000,lz4,78545,0.392725,628080,78510,0.39255,280,35,True,a2a218ab1e36528515780af0ee9378ec0f8f0cfc7aba53e45b4b8d8754d9af2d,c73ecd55b8f53ea9e9baac7fa8a50ca8823b2ba202e17d11fe4a06fdf1bc2371,"{""block_checksum_bytes"": 0, ""block_count"": 5, ""block_size_headers_and_endmark_bytes"": 24, ""content_checksum_bytes"": 4, ""frame_header_bytes"": 7, ""payload_definition"": ""sum of LZ4 Data Block fields""}"
period-6-010111,20000000,zstd,1849,0.009245,11040,1380,0.0069,3752,469,True,50592bd93bda99bb10fceb62e0055dd813eb49931a8cd0b192d28b771791e50f,c73ecd55b8f53ea9e9baac7fa8a50ca8823b2ba202e17d11fe4a06fdf1bc2371,"{""block_count"": 153, ""block_header_bytes"": 459, ""content_checksum_bytes"": 4, ""frame_header_bytes"": 6, ""payload_definition"": ""sum of stored Zstandard Block_Content fields""}"
period-6-010111,50000000,gzip,72862,0.145724,582752,72844,0.145688,144,18,True,2841c689ec533940565b39e91206774b3ea67f83127225e57378d6bceda88d9e,b877d9f3a1f6296d1f1283e3a9e6dda115fb3aba65e8953956d6716c224c90d8,"{""member_header_bytes"": 10, ""member_trailer_bytes"": 8, ""payload_definition"": ""raw DEFLATE stream""}"
period-6-010111,50000000,xz,7532,0.015064,59448,7431,0.014862,808,101,True,c2e1fdff5d50b4174516a269b598291670303fa59b2a27fdb245687b6c8dfb92,b877d9f3a1f6296d1f1283e3a9e6dda115fb3aba65e8953956d6716c224c90d8,"{""block_checks_bytes"": 16, ""block_count"": 2, ""block_header_bytes"": 40, ""block_padding_bytes"": 1, ""index_bytes"": 20, ""payload_definition"": ""XZ Compressed Data field(s), normally LZMA2"", ""stream_header_footer_bytes"": 24}"
period-6-010111,50000000,bzip2,2086,0.004172,16571,2071.375,0.00414275,117,14.625,True,126c42e31708afc3e8f16ba4f86f7a8acfefbf62a6df412eac0aa326f66f4327,b877d9f3a1f6296d1f1283e3a9e6dda115fb3aba65e8953956d6716c224c90d8,"{""payload_definition"": ""compressed block stream between BZh header and EOS marker"", ""stream_header_bits"": 32, ""stream_trailer_and_padding_bits"": 85}"
period-6-010111,50000000,lzma,7148,0.014296,57080,7135,0.01427,104,13,True,bc37b47a53b5a8d183750ff84f44e61b981a30668ec9c780020465bcf97647e4,b877d9f3a1f6296d1f1283e3a9e6dda115fb3aba65e8953956d6716c224c90d8,"{""header_bytes"": 13, ""payload_definition"": ""LZMA Compressed Data field""}"
period-6-010111,50000000,lz4,196330,0.39266,1570136,196267,0.392534,504,63,True,cfab83956d766569c5ba67aff39533ebf9728d9a92436dfa3354c198e2f6004f,b877d9f3a1f6296d1f1283e3a9e6dda115fb3aba65e8953956d6716c224c90d8,"{""block_checksum_bytes"": 0, ""block_count"": 12, ""block_size_headers_and_endmark_bytes"": 52, ""content_checksum_bytes"": 4, ""frame_header_bytes"": 7, ""payload_definition"": ""sum of LZ4 Data Block fields""}"
period-6-010111,50000000,zstd,4594,0.009188,27504,3438,0.006876,9248,1156,True,1acc93c216824ae277ddfa3d5e3f9154c3573dc4cded90ec24a1579e829e69ee,b877d9f3a1f6296d1f1283e3a9e6dda115fb3aba65e8953956d6716c224c90d8,"{""block_count"": 382, ""block_header_bytes"": 1146, ""content_checksum_bytes"": 4, ""frame_header_bytes"": 6, ""payload_definition"": ""sum of stored Zstandard Block_Content fields""}"
period-6-010111,100000000,gzip,145698,0.145698,1165440,145680,0.14568,144,18,True,7a79668ab2ee8cf4b5717256203789b38efe6114c56ebf06897ffe44691a82d4,16cbe75cba779cbe4c45c0be19d7fb46c75cfb4c27598afd5a071fd5ef8e721c,"{""member_header_bytes"": 10, ""member_trailer_bytes"": 8, ""payload_definition"": ""raw DEFLATE stream""}"
period-6-010111,100000000,xz,15044,0.015044,118984,14873,0.014873,1368,171,True,f0f55b8d390eab1339a078f47991115542200d0cadbdd073b739a1a63a690c61,16cbe75cba779cbe4c45c0be19d7fb46c75cfb4c27598afd5a071fd5ef8e721c,"{""block_checks_bytes"": 32, ""block_count"": 4, ""block_header_bytes"": 80, ""block_padding_bytes"": 3, ""index_bytes"": 32, ""payload_definition"": ""XZ Compressed Data field(s), normally LZMA2"", ""stream_header_footer_bytes"": 24}"
period-6-010111,100000000,bzip2,4159,0.004159,33154,4144.25,0.00414425,118,14.75,True,1eca8a6831ce6a1dce75a71c29af6a99e433a397d967ab22937a42ac2f7b92ee,16cbe75cba779cbe4c45c0be19d7fb46c75cfb4c27598afd5a071fd5ef8e721c,"{""payload_definition"": ""compressed block stream between BZh header and EOS marker"", ""stream_header_bits"": 32, ""stream_trailer_and_padding_bits"": 86}"
period-6-010111,100000000,lzma,14201,0.014201,113504,14188,0.014188,104,13,True,04f001450c206be269fe230b1fe5162480d762b46f1a66cb14aee99374b0dde1,16cbe75cba779cbe4c45c0be19d7fb46c75cfb4c27598afd5a071fd5ef8e721c,"{""header_bytes"": 13, ""payload_definition"": ""LZMA Compressed Data field""}"
period-6-010111,100000000,lz4,392645,0.392645,3140272,392534,0.392534,888,111,True,e05316d4602415208b8118a71c1c16467cc7e048f0ce63203018fa359f8194b6,16cbe75cba779cbe4c45c0be19d7fb46c75cfb4c27598afd5a071fd5ef8e721c,"{""block_checksum_bytes"": 0, ""block_count"": 24, ""block_size_headers_and_endmark_bytes"": 100, ""content_checksum_bytes"": 4, ""frame_header_bytes"": 7, ""payload_definition"": ""sum of LZ4 Data Block fields""}"
period-6-010111,100000000,zstd,9160,0.00916,54888,6861,0.006861,18392,2299,True,5825012191c0d1ce0b376630f22115a4e561ee37c041968bc1eed44c991a7231,16cbe75cba779cbe4c45c0be19d7fb46c75cfb4c27598afd5a071fd5ef8e721c,"{""block_count"": 763, ""block_header_bytes"": 2289, ""content_checksum_bytes"": 4, ""frame_header_bytes"": 6, ""payload_definition"": ""sum of stored Zstandard Block_Content fields""}"
period-6-010111,200000000,gzip,291371,0.1456855,2330824,291353,0.1456765,144,18,True,08bda7f41c11734d65e321f306e79b02f44bd8e5420bf1618d0a2586337e81a6,c818853ee97610238036a62eccf7242f8f22b4ebe18e52608ec45a3bafd2ff93,"{""member_header_bytes"": 10, ""member_trailer_bytes"": 8, ""payload_definition"": ""raw DEFLATE stream""}"
period-6-010111,200000000,xz,30060,0.01503,238040,29755,0.0148775,2440,305,True,8b2059e5f256eaef99c8c393c936557f62ef583281e18e2619ae673c31680ca5,c818853ee97610238036a62eccf7242f8f22b4ebe18e52608ec45a3bafd2ff93,"{""block_checks_bytes"": 64, ""block_count"": 8, ""block_header_bytes"": 160, ""block_padding_bytes"": 1, ""index_bytes"": 56, ""payload_definition"": ""XZ Compressed Data field(s), normally LZMA2"", ""stream_header_footer_bytes"": 24}"
