pattern,original_bytes,tool,total_bytes,total_ratio_percent,payload_bits,payload_equivalent_bytes,payload_ratio_percent,metadata_bits,metadata_equivalent_bytes,roundtrip_verified,compressed_sha256,original_sha256,accounting_details
all-zero,1,gzip,21,2100,24,3,300,144,18,True,8ea776040e798cccdd5f0ffedc911b2e95ed69633fad99ef56c8fbb0d2096df3,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d,"{""member_header_bytes"": 10, ""member_trailer_bytes"": 8, ""payload_definition"": ""raw DEFLATE stream""}"
all-zero,1,xz,68,6800,40,5,500,504,63,True,5253e41cec3eef76836fdddde823879c9826f25405ab0a5185bbcebf9522db63,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d,"{""block_checks_bytes"": 8, ""block_count"": 1, ""block_header_bytes"": 20, ""block_padding_bytes"": 3, ""index_bytes"": 8, ""payload_definition"": ""XZ Compressed Data field(s), normally LZMA2"", ""stream_header_footer_bytes"": 24}"
all-zero,1,bzip2,37,3700,179,22.375,2237.5,117,14.625,True,c2c3bdc75da097685d23b36b9921ee973874b97cf0d30988c0a2f251a8d8f3eb,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d,"{""payload_definition"": ""compressed block stream between BZh header and EOS marker"", ""stream_header_bits"": 32, ""stream_trailer_and_padding_bits"": 85}"
all-zero,1,lzma,24,2400,88,11,1100,104,13,True,b160b8e9471dd24106f78ba88503b47bd3e9de1ee5fde2330b31a4b6909bdcbd,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d,"{""header_bytes"": 13, ""payload_definition"": ""LZMA Compressed Data field""}"
all-zero,1,lz4,20,2000,8,1,100,152,19,True,82e6b55ecc1878ce4bc090696160270605924575fff8efabcf708c0d8f52d391,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d,"{""block_checksum_bytes"": 0, ""block_count"": 1, ""block_size_headers_and_endmark_bytes"": 8, ""content_checksum_bytes"": 4, ""frame_header_bytes"": 7, ""payload_definition"": ""sum of LZ4 Data Block fields""}"
all-zero,1,zstd,14,1400,8,1,100,104,13,True,e480e24e0b80f98f114f6be716fe41308497347047a8a08844dbc19039805117,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d,"{""block_count"": 1, ""block_header_bytes"": 3, ""content_checksum_bytes"": 4, ""frame_header_bytes"": 6, ""payload_definition"": ""sum of stored Zstandard Block_Content fields""}"
all-zero,10,gzip,23,230,40,5,50,144,18,True,74a0beae4f3ac4e9dc76ba1d933405f9a047755f872685e53456c7d22840977f,01d448afd928065458cf670b60f5a594d735af0172c8d67f22a81680132681ca,"{""member_header_bytes"": 10, ""member_trailer_bytes"": 8, ""payload_definition"": ""raw DEFLATE stream""}"
all-zero,10,xz,76,760,112,14,140,496,62,True,6fdcce1363beaba7763a62b32492be018f7bfee1edcb0329f74732facc4020f6,01d448afd928065458cf670b60f5a594d735af0172c8d67f22a81680132681ca,"{""block_checks_bytes"": 8, ""block_count"": 1, ""block_header_bytes"": 20, ""block_padding_bytes"": 2, ""index_bytes"": 8, ""payload_definition"": ""XZ Compressed Data field(s), normally LZMA2"", ""stream_header_footer_bytes"": 24}"
all-zero,10,bzip2,37,370,184,23,230,112,14,True,df23a35ec6b53f2e0ec43e033c9ebc7c138785f0783fd96b4e4e8326988bceb2,01d448afd928065458cf670b60f5a594d735af0172c8d67f22a81680132681ca,"{""payload_definition"": ""compressed block stream between BZh header and EOS marker"", ""stream_header_bits"": 32, ""stream_trailer_and_padding_bits"": 80}"
all-zero,10,lzma,25,250,96,12,120,104,13,True,3a8cf5d2db73ecb0b517581debb4b0faa521474f9df5c1c407f250e1fa3c850e,01d448afd928065458cf670b60f5a594d735af0172c8d67f22a81680132681ca,"{""header_bytes"": 13, ""payload_definition"": ""LZMA Compressed Data field""}"
all-zero,10,lz4,29,290,80,10,100,152,19,True,724d18c7e6d539ee14c890f9e576a008e16d2641959c7781a5ab998619a8e43f,01d448afd928065458cf670b60f5a594d735af0172c8d67f22a81680132681ca,"{""block_checksum_bytes"": 0, ""block_count"": 1, ""block_size_headers_and_endmark_bytes"": 8, ""content_checksum_bytes"": 4, ""frame_header_bytes"": 7, ""payload_definition"": ""sum of LZ4 Data Block fields""}"
all-zero,10,zstd,23,230,80,10,100,104,13,True,6ae0ed7d6f825258db8897ee7d5f5210ce17e305a8541bb45f4c6ad264c41355,01d448afd928065458cf670b60f5a594d735af0172c8d67f22a81680132681ca,"{""block_count"": 1, ""block_header_bytes"": 3, ""content_checksum_bytes"": 4, ""frame_header_bytes"": 6, ""payload_definition"": ""sum of stored Zstandard Block_Content fields""}"
all-zero,100,gzip,24,24,48,6,6,144,18,True,b534bb7d3202da5ba7273bd908fa4b923cd05d396ff07d321d7349192e9ab939,cd00e292c5970d3c5e2f0ffa5171e555bc46bfc4faddfb4a418b6840b86e79a3,"{""member_header_bytes"": 10, ""member_trailer_bytes"": 8, ""payload_definition"": ""raw DEFLATE stream""}"
all-zero,100,xz,76,76,112,14,14,496,62,True,859d74d5c4c288b4e40d37e848cdaee41f20536fb7032d3b56cc3c5f613a4db1,cd00e292c5970d3c5e2f0ffa5171e555bc46bfc4faddfb4a418b6840b86e79a3,"{""block_checks_bytes"": 8, ""block_count"": 1, ""block_header_bytes"": 20, ""block_padding_bytes"": 2, ""index_bytes"": 8, ""payload_definition"": ""XZ Compressed Data field(s), normally LZMA2"", ""stream_header_footer_bytes"": 24}"
all-zero,100,bzip2,39,39,200,25,25,112,14,True,f7aeb7769cf6e293d416691cfd7cdcc479de866b1f4029faf239358f5b682915,cd00e292c5970d3c5e2f0ffa5171e555bc46bfc4faddfb4a418b6840b86e79a3,"{""payload_definition"": ""compressed block stream between BZh header and EOS marker"", ""stream_header_bits"": 32, ""stream_trailer_and_padding_bits"": 80}"
all-zero,100,lzma,26,26,104,13,13,104,13,True,ba49c91592991691ad914ef5a366ad6a25ed6ac046600a83be96ee5bdc3e8dd3,cd00e292c5970d3c5e2f0ffa5171e555bc46bfc4faddfb4a418b6840b86e79a3,"{""header_bytes"": 13, ""payload_definition"": ""LZMA Compressed Data field""}"
all-zero,100,lz4,30,30,88,11,11,152,19,True,7e405d3c09d77e69e046b4bb0a5928530407ac42cba10c1f873a723f878e5053,cd00e292c5970d3c5e2f0ffa5171e555bc46bfc4faddfb4a418b6840b86e79a3,"{""block_checksum_bytes"": 0, ""block_count"": 1, ""block_size_headers_and_endmark_bytes"": 8, ""content_checksum_bytes"": 4, ""frame_header_bytes"": 7, ""payload_definition"": ""sum of LZ4 Data Block fields""}"
all-zero,100,zstd,21,21,64,8,8,104,13,True,c79de59c51acf855a829f7398eb3923ac1c1e4edde3adf0fc1798595567ce6b0,cd00e292c5970d3c5e2f0ffa5171e555bc46bfc4faddfb4a418b6840b86e79a3,"{""block_count"": 1, ""block_header_bytes"": 3, ""content_checksum_bytes"": 4, ""frame_header_bytes"": 6, ""payload_definition"": ""sum of stored Zstandard Block_Content fields""}"
all-zero,1000,gzip,29,2.9,88,11,1.1,144,18,True,a7297752cc8b054e7f85d5a6e6710cec38727f57f28e3e9c6aef181b489c0f37,541b3e9daa09b20bf85fa273e5cbd3e80185aa4ec298e765db87742b70138a53,"{""member_header_bytes"": 10, ""member_trailer_bytes"": 8, ""payload_definition"": ""raw DEFLATE stream""}"
all-zero,1000,xz,84,8.4,152,19,1.9,520,65,True,044e2b796be4e63965a07fe1d2160d87eb94df6b98e0be178863b815eab5b96f,541b3e9daa09b20bf85fa273e5cbd3e80185aa4ec298e765db87742b70138a53,"{""block_checks_bytes"": 8, ""block_count"": 1, ""block_header_bytes"": 20, ""block_padding_bytes"": 1, ""index_bytes"": 12, ""payload_definition"": ""XZ Compressed Data field(s), normally LZMA2"", ""stream_header_footer_bytes"": 24}"
all-zero,1000,bzip2,45,4.5,242,30.25,3.025,118,14.75,True,83a5920ce0c461107d3401e3ec3db0bf26c553dfeebf4f3c2f5719ad49255d26,541b3e9daa09b20bf85fa273e5cbd3e80185aa4ec298e765db87742b70138a53,"{""payload_definition"": ""compressed block stream between BZh header and EOS marker"", ""stream_header_bits"": 32, ""stream_trailer_and_padding_bits"": 86}"
all-zero,1000,lzma,31,3.1,144,18,1.8,104,13,True,c496f1a8f17139eae545a4a5c1059ffbe334bc3e1cd690ad9162c3c4be2b010f,541b3e9daa09b20bf85fa273e5cbd3e80185aa4ec298e765db87742b70138a53,"{""header_bytes"": 13, ""payload_definition"": ""LZMA Compressed Data field""}"
all-zero,1000,lz4,33,3.3,112,14,1.4,152,19,True,6767fd4be96123233c04a90ff70e254c206ca5fbe6c04dde50bc483c0891e73d,541b3e9daa09b20bf85fa273e5cbd3e80185aa4ec298e765db87742b70138a53,"{""block_checksum_bytes"": 0, ""block_count"": 1, ""block_size_headers_and_endmark_bytes"": 8, ""content_checksum_bytes"": 4, ""frame_header_bytes"": 7, ""payload_definition"": ""sum of LZ4 Data Block fields""}"
all-zero,1000,zstd,22,2.2,72,9,0.9,104,13,True,c6cfb7400a227fe02e97aa524daf11585b3359f1beab5b39fd9fa59443e09baa,541b3e9daa09b20bf85fa273e5cbd3e80185aa4ec298e765db87742b70138a53,"{""block_count"": 1, ""block_header_bytes"": 3, ""content_checksum_bytes"": 4, ""frame_header_bytes"": 6, ""payload_definition"": ""sum of stored Zstandard Block_Content fields""}"
all-zero,10000,gzip,45,0.45,216,27,0.27,144,18,True,30b32b96b2a21823049390fbeb8dfa076fa5cabfa872a37a1054e587984d30ce,95b532cc4381affdff0d956e12520a04129ed49d37e154228368fe5621f0b9a2,"{""member_header_bytes"": 10, ""member_trailer_bytes"": 8, ""payload_definition"": ""raw DEFLATE stream""}"
all-zero,10000,xz,116,1.16,408,51,0.51,520,65,True,96b88e00faf0b20571afa99902d14fdbfe6cec90bd1797b83e3d04b0031e0976,95b532cc4381affdff0d956e12520a04129ed49d37e154228368fe5621f0b9a2,"{""block_checks_bytes"": 8, ""block_count"": 1, ""block_header_bytes"": 20, ""block_padding_bytes"": 1, ""index_bytes"": 12, ""payload_definition"": ""XZ Compressed Data field(s), normally LZMA2"", ""stream_header_footer_bytes"": 24}"
all-zero,10000,bzip2,46,0.46,249,31.125,0.31125,119,14.875,True,bc22b90687e0940055edb651c4539c3f08990c9fc5699333d2da73e5ba8278d5,95b532cc4381affdff0d956e12520a04129ed49d37e154228368fe5621f0b9a2,"{""payload_definition"": ""compressed block stream between BZh header and EOS marker"", ""stream_header_bits"": 32, ""stream_trailer_and_padding_bits"": 87}"
all-zero,10000,lzma,63,0.63,400,50,0.5,104,13,True,7c6ffca54672cf975786a4ca23a5824a7b8f6ed80d97f8144da39105b7d2e9ba,95b532cc4381affdff0d956e12520a04129ed49d37e154228368fe5621f0b9a2,"{""header_bytes"": 13, ""payload_definition"": ""LZMA Compressed Data field""}"
all-zero,10000,lz4,69,0.69,400,50,0.5,152,19,True,2dd856ad129c19b259ad056cb727541bb8183a84af2227ee5fceca962e1075b4,95b532cc4381affdff0d956e12520a04129ed49d37e154228368fe5621f0b9a2,"{""block_checksum_bytes"": 0, ""block_count"": 1, ""block_size_headers_and_endmark_bytes"": 8, ""content_checksum_bytes"": 4, ""frame_header_bytes"": 7, ""payload_definition"": ""sum of LZ4 Data Block fields""}"
all-zero,10000,zstd,22,0.22,72,9,0.09,104,13,True,448dbda6b6130ec66976907806aa923b392150e4e3bcf8ce8d217b95b6d72c42,95b532cc4381affdff0d956e12520a04129ed49d37e154228368fe5621f0b9a2,"{""block_count"": 1, ""block_header_bytes"": 3, ""content_checksum_bytes"": 4, ""frame_header_bytes"": 6, ""payload_definition"": ""sum of stored Zstandard Block_Content fields""}"
all-zero,100000,gzip,132,0.132,912,114,0.114,144,18,True,86f91efc5659364a0c2c3c2d0c879665343a5b2c4c777e2b5a137800ba358511,9192c25b734fcbadbe32dadc28089c60db0e39f90cc20ce2e5733f57261acc0c,"{""member_header_bytes"": 10, ""member_trailer_bytes"": 8, ""payload_definition"": ""raw DEFLATE stream""}"
all-zero,100000,xz,156,0.156,728,91,0.091,520,65,True,4cca9b8888ce87f755542abe5be8a2860dcd7c38949625770b4f04373fb26559,9192c25b734fcbadbe32dadc28089c60db0e39f90cc20ce2e5733f57261acc0c,"{""block_checks_bytes"": 8, ""block_count"": 1, ""block_header_bytes"": 20, ""block_padding_bytes"": 1, ""index_bytes"": 12, ""payload_definition"": ""XZ Compressed Data field(s), normally LZMA2"", ""stream_header_footer_bytes"": 24}"
all-zero,100000,bzip2,47,0.047,257,32.125,0.032125,119,14.875,True,4c3bcf8650df8b6b96c4700b82f4b9bfd6f48ee78485382a3de1820fa4213a07,9192c25b734fcbadbe32dadc28089c60db0e39f90cc20ce2e5733f57261acc0c,"{""payload_definition"": ""compressed block stream between BZh header and EOS marker"", ""stream_header_bits"": 32, ""stream_trailer_and_padding_bits"": 87}"
all-zero,100000,lzma,103,0.103,720,90,0.09,104,13,True,60a493b3a469f235f8fdde81758ad4d9df4094bcfea76e82b21e27895d2f9f7f,9192c25b734fcbadbe32dadc28089c60db0e39f90cc20ce2e5733f57261acc0c,"{""header_bytes"": 13, ""payload_definition"": ""LZMA Compressed Data field""}"
all-zero,100000,lz4,422,0.422,3224,403,0.403,152,19,True,f3705e19d74ca83465aebb1398647be3afa70b336b196fe862564c66402d55c0,9192c25b734fcbadbe32dadc28089c60db0e39f90cc20ce2e5733f57261acc0c,"{""block_checksum_bytes"": 0, ""block_count"": 1, ""block_size_headers_and_endmark_bytes"": 8, ""content_checksum_bytes"": 4, ""frame_header_bytes"": 7, ""payload_definition"": ""sum of LZ4 Data Block fields""}"
all-zero,100000,zstd,23,0.023,80,10,0.01,104,13,True,97cc43bb2f5e292c90ebebcdf4d0737c639086f58011a6661c5343bb8bd83f25,9192c25b734fcbadbe32dadc28089c60db0e39f90cc20ce2e5733f57261acc0c,"{""block_count"": 1, ""block_header_bytes"": 3, ""content_checksum_bytes"": 4, ""frame_header_bytes"": 6, ""payload_definition"": ""sum of stored Zstandard Block_Content fields""}"
all-zero,1000000,gzip,1003,0.1003,7880,985,0.0985,144,18,True,4fd41801b416fc8e00d7d7f8a3d761262f63b74382e102c30991e618c0f554e2,d29751f2649b32ff572b5e0a9f541ea660a50f94ff0beedfb0b692b924cc8025,"{""member_header_bytes"": 10, ""member_trailer_bytes"": 8, ""payload_definition"": ""raw DEFLATE stream""}"
all-zero,1000000,xz,284,0.0284,1736,217,0.0217,536,67,True,d117f92200ad4d95dcb00c5122d41bf026072993db1b67672f2bea2ad1eb7cba,d29751f2649b32ff572b5e0a9f541ea660a50f94ff0beedfb0b692b924cc8025,"{""block_checks_bytes"": 8, ""block_count"": 1, ""block_header_bytes"": 20, ""block_padding_bytes"": 3, ""index_bytes"": 12, ""payload_definition"": ""XZ Compressed Data field(s), normally LZMA2"", ""stream_header_footer_bytes"": 24}"
all-zero,1000000,bzip2,48,0.0048,272,34,0.0034,112,14,True,755f6d59b70daa59a0a39d8ad0dfb66caae7a0a43c769ca01ebb0e5a575868a1,d29751f2649b32ff572b5e0a9f541ea660a50f94ff0beedfb0b692b924cc8025,"{""payload_definition"": ""compressed block stream between BZh header and EOS marker"", ""stream_header_bits"": 32, ""stream_trailer_and_padding_bits"": 80}"
all-zero,1000000,lzma,229,0.0229,1728,216,0.0216,104,13,True,b79a839eb01309c256231f0291e5e6f9263aa2663d4c404ca51aae268c2f0960,d29751f2649b32ff572b5e0a9f541ea660a50f94ff0beedfb0b692b924cc8025,"{""header_bytes"": 13, ""payload_definition"": ""LZMA Compressed Data field""}"
all-zero,1000000,lz4,3951,0.3951,31456,3932,0.3932,152,19,True,52a326def755f49becccdf389ce292f62534bfc0ce396241da3c5a19053152f5,d29751f2649b32ff572b5e0a9f541ea660a50f94ff0beedfb0b692b924cc8025,"{""block_checksum_bytes"": 0, ""block_count"": 1, ""block_size_headers_and_endmark_bytes"": 8, ""content_checksum_bytes"": 4, ""frame_header_bytes"": 7, ""payload_definition"": ""sum of LZ4 Data Block fields""}"
all-zero,1000000,zstd,51,0.0051,136,17,0.0017,272,34,True,2c38364077b3368b852abf047aaaff312b40752e3159d5bcaf0b627957e814ee,d29751f2649b32ff572b5e0a9f541ea660a50f94ff0beedfb0b692b924cc8025,"{""block_count"": 8, ""block_header_bytes"": 24, ""content_checksum_bytes"": 4, ""frame_header_bytes"": 6, ""payload_definition"": ""sum of stored Zstandard Block_Content fields""}"
all-zero,2000000,gzip,1972,0.0986,15632,1954,0.0977,144,18,True,bb95ff2048bebeb3d11290ec74ec02e402e641d2f304bbf055f529bd33a6ec6d,13aea96040f2133033d103008d5d96cfe98b3361f7202d77bea97b2424a7a6cd,"{""member_header_bytes"": 10, ""member_trailer_bytes"": 8, ""payload_definition"": ""raw DEFLATE stream""}"
all-zero,2000000,xz,424,0.0212,2880,360,0.018,512,64,True,161a97c97ccc6f421171a8825b9fa1ee3bddb7269937adb202b498f3bda9d732,13aea96040f2133033d103008d5d96cfe98b3361f7202d77bea97b2424a7a6cd,"{""block_checks_bytes"": 8, ""block_count"": 1, ""block_header_bytes"": 20, ""block_padding_bytes"": 0, ""index_bytes"": 12, ""payload_definition"": ""XZ Compressed Data field(s), normally LZMA2"", ""stream_header_footer_bytes"": 24}"
all-zero,2000000,bzip2,49,0.00245,275,34.375,0.00171875,117,14.625,True,55945fbf808200248595e1d02127bff34d2df96166453bd22bcf54b2ee9b9e68,13aea96040f2133033d103008d5d96cfe98b3361f7202d77bea97b2424a7a6cd,"{""payload_definition"": ""compressed block stream between BZh header and EOS marker"", ""stream_header_bits"": 32, ""stream_trailer_and_padding_bits"": 85}"
all-zero,2000000,lzma,371,0.01855,2864,358,0.0179,104,13,True,8c4a21da7c3327134bbb1a70014151641e022846e8b4f03d54b084c1a9a7641f,13aea96040f2133033d103008d5d96cfe98b3361f7202d77bea97b2424a7a6cd,"{""header_bytes"": 13, ""payload_definition"": ""LZMA Compressed Data field""}"
all-zero,2000000,lz4,7873,0.39365,62832,7854,0.3927,152,19,True,68509e0ea2ea3006dba2677b3621d16b589e696099012940a086c64c68d1a7cc,13aea96040f2133033d103008d5d96cfe98b3361f7202d77bea97b2424a7a6cd,"{""block_checksum_bytes"": 0, ""block_count"": 1, ""block_size_headers_and_endmark_bytes"": 8, ""content_checksum_bytes"": 4, ""frame_header_bytes"": 7, ""payload_definition"": ""sum of LZ4 Data Block fields""}"
all-zero,2000000,zstd,83,0.00415,200,25,0.00125,464,58,True,b0a8fb1f1bdcb24c330c49ff9018e6c1b62268574023e6c1fa442af15f844ce5,13aea96040f2133033d103008d5d96cfe98b3361f7202d77bea97b2424a7a6cd,"{""block_count"": 16, ""block_header_bytes"": 48, ""content_checksum_bytes"": 4, ""frame_header_bytes"": 6, ""payload_definition"": ""sum of stored Zstandard Block_Content fields""}"
all-zero,5000000,gzip,4892,0.09784,38992,4874,0.09748,144,18,True,84cefabf45fab6870e9f0402491c6cfd78e5db0facc7c4aa5e70e870922e7c3c,b39781589c4403fb82174c9647a010464cff38bad976547d339899b00053a545,"{""member_header_bytes"": 10, ""member_trailer_bytes"": 8, ""payload_definition"": ""raw DEFLATE stream""}"
all-zero,5000000,xz,868,0.01736,6408,801,0.01602,536,67,True,e86efabb8dc64efd685bd007cfd16210e376547d3bfa0b677cb153b2d1260260,b39781589c4403fb82174c9647a010464cff38bad976547d339899b00053a545,"{""block_checks_bytes"": 8, ""block_count"": 1, ""block_header_bytes"": 20, ""block_padding_bytes"": 3, ""index_bytes"": 12, ""payload_definition"": ""XZ Compressed Data field(s), normally LZMA2"", ""stream_header_footer_bytes"": 24}"
all-zero,5000000,bzip2,49,0.00098,276,34.5,0.00069,116,14.5,True,1f6550e4c4f8669b7bf516eb7611495af285dea38cded94e3046469444eae618,b39781589c4403fb82174c9647a010464cff38bad976547d339899b00053a545,"{""payload_definition"": ""compressed block stream between BZh header and EOS marker"", ""stream_header_bits"": 32, ""stream_trailer_and_padding_bits"": 84}"
all-zero,5000000,lzma,794,0.01588,6248,781,0.01562,104,13,True,8677b67fc64d4725b63ef6357900dfb5bcc616e40ab9d559ae3a11cacda70bd9,b39781589c4403fb82174c9647a010464cff38bad976547d339899b00053a545,"{""header_bytes"": 13, ""payload_definition"": ""LZMA Compressed Data field""}"
all-zero,5000000,lz4,19652,0.39304,157032,19629,0.39258,184,23,True,6aebee34e4bb800deb8c240c4df798c71f27bc00e1f1b66b00e856333433acdd,b39781589c4403fb82174c9647a010464cff38bad976547d339899b00053a545,"{""block_checksum_bytes"": 0, ""block_count"": 2, ""block_size_headers_and_endmark_bytes"": 12, ""content_checksum_bytes"": 4, ""frame_header_bytes"": 7, ""payload_definition"": ""sum of LZ4 Data Block fields""}"
all-zero,5000000,zstd,175,0.0035,384,48,0.00096,1016,127,True,b5b59ad9e02737d85c1f54cd82cbd3df5d39e60ddc3e3b3f5a1988b752f17eb4,b39781589c4403fb82174c9647a010464cff38bad976547d339899b00053a545,"{""block_count"": 39, ""block_header_bytes"": 117, ""content_checksum_bytes"": 4, ""frame_header_bytes"": 6, ""payload_definition"": ""sum of stored Zstandard Block_Content fields""}"
